category,subcategories,Date,status,transmis_entreprise,tags,transmis_authorite,is_read,has_response,description
Internet,"Un_influenceur_ou_une_influenceuse,Autre",2026-06-05,TraitementEnCours,0,Influenceur,0,1,0,"Une influenceuse que je suis sur YouTube a fait la promotion d'une marque de compléments alimentaires. Elle disait que ça l'avait aidée à perdre du poids. J'ai acheté, aucun résultat. J'ai appris qu'elle était rémunérée par la marque. Elle ne l'a pas dit dans sa vidéo. C'est un manque de transparence et de l'abus de confiance."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-06-20,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai reçu un colis abîmé, le produit était cassé. J'ai pris des photos et j'ai contacté le SAV. Ils m'ont demandé de renvoyer le produit. Je l'ai fait, et depuis, plus de nouvelles. J'ai relancé 3 fois, on me dit que le service est surchargé. Je suis à bout. Je veux un remboursement de 45 euros."
Sante,"Un_professionnel_de_sante_une_profession_medicale_ou_paramedicale_y_compris_en_teleconsultation,Professionnel_de_la_sante_profession_medicale_ou_paramedicale_y_compris_teleconsultation,Le_professionnel_a_demande_un_paiement_pour_un_acte_non_rembourse_sans_information_prealable",2026-06-02,TraitementEnCours,0,aucun_tag,0,0,0,"Mon dentiste m'a proposé un détartrage au laser non remboursé, sans me préciser le coût. J'ai accepté, puis j'ai reçu une facture de 80 euros. Je trouve cela abusif car il n'a pas informé que c'était payant. Il aurait dû me demander mon accord explicite. Je souhaite que sa pratique soit contrôlée."
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Contrat",2026-06-22,TraitementEnCours,0,Internet,0,0,0,"Je suis client chez vous depuis plus de dix ans, jamais un sinistre, jamais un retard de paiement. Pourtant, je viens de recevoir un courrier m'annonçant une augmentation de 12% de ma cotisation sans aucune explication valable. J'ai appelé mon conseiller, il m'a parlé de la hausse des coûts, mais je trouve ça vraiment abusif. Je commence à me renseigner chez la concurrence, car je ne supporte pas ces pratiques. On ne traite pas un fidèle client de cette manière. C'est un manque de respect total."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-07-03,TraitementEnCours,0,"Commande effectuée,Internet",0,0,1,"J'ai passé commande de 3 livres sur votre site, et je n'ai reçu que 2. Le bon de livraison en mentionne bien 3. J'ai contacté votre service client par téléphone, on m'a dit d'envoyer un mail. Je l'ai fait il y a 8 jours, et je n'ai toujours pas de réponse. J'ai renvoyé un mail, rien. Je commence à désespérer, car le livre manquant est un cadeau pour l'anniversaire de mon fils. J'aimerais qu'on me le renvoie ou qu'on me rembourse au plus vite."
AchatMagasin,"Un_produit_en_particulier,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-06,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai acheté une cafetière expresso dans votre magasin il y a 6 semaines. Elle a très bien fonctionné au début, mais depuis quelques jours, elle fait un bruit strident et ne chauffe plus correctement. Je l'ai rapportée avec la facture, on m'a dit que c'était la garantie du fabricant qui s'appliquait, pas la vôtre. Pourtant, c'est vous qui m'avez vendu cet appareil ! J'ai dû contacter le fabricant moi-même, c'est long et compliqué. Vous devriez gérer le SAV, c'est votre responsabilité."
VoyageLoisirs,"Voyage_tourisme_loisirs,Hebergement,Annulation_remboursement,Le_gerant_de_letablissement_hotel_camping",2026-05-23,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai réservé un chalet dans les Alpes pour les vacances de Noël. J'ai dû annuler car mon père est tombé gravement malade, j'ai fourni un certificat médical. Le gérant refuse de me rembourser, il me propose seulement un report de 6 mois. C'est inacceptable, je ne sais même pas si je pourrai partir l'année prochaine. Il ne fait preuve d'aucune souplesse. Je trouve ça très dur, surtout en cette période difficile."
Internet,"Un_influenceur_ou_une_influenceuse,Labsence_de_mention_par_linfluenceur_du_caractere_commercial_de_sa_publication",2026-06-14,TraitementEnCours,0,Influenceur,0,0,0,"Je suis abonné à une youtubeuse mode qui poste des vidéos lookbook"". Elle porte des vêtements d'une marque précise et met les liens en description, sans jamais dire que c'est une collaboration. J'ai acheté une robe sur son lien, la qualité était médiocre et le prix gonflé. J'ai découvert sur un forum qu'elle était payée par la marque. Je me sens trahi par cette influenceuse qui ne respecte pas ses abonnés. La transparence devrait être obligatoire."""
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Autre,Autre",2026-06-19,TraitementEnCours,0,aucun_tag,0,1,1,"J'ai confié ma voiture à un garagiste pour une révision complète. Il m'a fait une facture de 400 euros, mais il a oublié de changer le filtre à huile, alors que c'était noté sur le devis. Je m'en suis rendu compte en regardant l'ancien filtre, il était encore dans la voiture. Je suis retourné au garage, ils ont fait l'échange sans sourciller. Mais ça m'a fait perdre du temps et ça a entamé ma confiance. S'ils oublient des choses sur l'entretien, sur quoi d'autre font-ils l'impasse ?"
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-06-15,NonTraite,0,"Commande effectuée,Internet",0,0,1,"J'ai passé commande de 2 paires de chaussures sur un site de vente privée, il y a un mois. Le paiement a été débité, j'ai reçu un mail de confirmation, mais depuis, rien. Le site est toujours en ligne, mais mon compte est bloqué et le SAV ne répond à aucun message. Je pense que j'ai été arnaqué. Je vais porter plainte et faire opposition. C'est une leçon, je n'achèterai plus sur ce site."
DemarchageAbusif,"Probleme_de_demarchage_telephonique,Jai_recu_au_moins_5_appels_de_la_meme_entreprise_sur_les_30_derniers_jours",2026-06-06,NonTraite,0,"Démarchage téléphonique,Appel commercial",0,1,1,"Une société de rénovation énergétique m'appelle en moyenne 6 fois par jour. Le matin, le midi, le soir, même parfois le week-end. Chaque fois que je décroche, c'est une voix préenregistrée qui me propose un devis gratuit. J'ai beau raccrocher, rappeler pour me faire retirer de la liste, rien n'y fait. Ils utilisent des numéros qui changent constamment. C'est du harcèlement pur et simple. Je suis excédé, je ne peux plus utiliser mon téléphone normalement."
Immobilier,"Agence_immobiliere,Jai_un_probleme_en_tant_que_locataire,Etat_des_lieux_caution",2026-06-13,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai quitté mon appartement il y a 2 mois. L'agence immobilière m'a rendu une partie de ma caution, en retenant 400 euros pour des travaux de nettoyage"" et une ""usure anormale"" des murs. Je n'ai rien abîmé, j'ai entretenu l'appartement comme il faut. J'ai demandé des justificatifs, ils n'ont jamais répondu. Je trouve cette pratique scandaleuse. Je vais saisir la commission de conciliation pour récupérer cet argent."""
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-02,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai acheté un robot de cuisine multifonction. Il a cessé de mixer après 4 utilisations. Le moteur surchauffe et s'arrête. Je l'ai renvoyé au SAV, ils m'ont dit qu'ils allaient le réparer. Cela fait 3 semaines, je suis sans nouvelles. J'ai appelé, on m'a dit que la pièce n'était pas disponible. Je trouve ça très long. Je ne recommande pas ce produit. J'attends un remboursement pour acheter un autre modèle."
TelephonieFaiMedias,"Telephonie_internet,Mon_forfait_prix_contrat_et_facture,Loffre_la_promotion_que_je_devais_avoir_na_pas_ete_appliquee",2026-06-30,TraitementEnCours,0,Telecom,0,0,1,"Mon opérateur m'a appelé pour me proposer une promotion : 100 Go de data pour 9,99 euros par mois pendant un an. J'ai accepté, j'ai reçu un SMS de confirmation. Mais quand je regarde ma facture, je suis toujours facturé au tarif normal de 19,99 euros. J'ai appelé le service client, ils m'ont dit que la promotion n'avait pas été activée. Ils ont promis de la rétroactivement appliquée, c'est une galère. Je ne crois plus aux promotions de cet opérateur."
AchatInternet,"Le_site_internet_en_luimeme,Autre",2026-06-26,NonTraite,0,Internet,0,0,0,"Le site de cette marque de cosmétiques est mal foutu, les pages mettent une éternité à charger, et le panier d'achat se vide tout seul. J'ai dû recommencer ma commande 3 fois. J'ai finalement réussi, mais j'ai peur que ma commande n'aboutisse pas. Je n'ai même pas reçu de mail de confirmation. C'est vraiment une mauvaise expérience. Je ne commanderai plus sur ce site tant qu'il ne sera pas refait."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_avec_lemballage_ou_letiquette,Informations_trompeuses_ou_fausses,La_composition",2026-06-01,TraitementEnCours,0,Produit alimentaire,0,1,0,"J'ai acheté un paquet de saucisses pur porc"" dans votre rayon charcuterie. En lisant les petits caractères, j'ai vu qu'il y avait aussi du poulet dedans. C'est totalement trompeur ! J'ai payé plus cher pour du pur porc, et je reçois un mélange. Je me sens floué. La composition devrait être claire et honnête. Je vais écrire au fabricant pour me plaindre."""
ServicesAuxParticuliers,"Autre_type_dentreprise_de_service,Autre",2026-06-29,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai demandé à une société de jardinage de tailler mes arbres. Ils sont venus, ils ont fait un travail expéditif, en coupant des branches qui n'avaient pas besoin d'être coupées. Mes arbres ont maintenant une forme bizarre. J'ai payé 250 euros, je regrette. J'ai appelé pour me plaindre, le responsable m'a dit que c'était moi qui avait mal expliqué. Zéro excuse, zéro geste commercial. Je ne recommande pas."
AchatInternet,"Une_commande_effectuee,Commande_incomplete",2026-06-25,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai acheté un lot de 5 plants de tomates sur un site de jardinage. Je n'ai reçu que 3 plants, et l'un d'eux était abîmé. J'ai contacté le vendeur, il m'a dit qu'il allait renvoyer les plants manquants et qu'il me rembourserait le plant abîmé. Cela fait 10 jours, je n'ai rien reçu. Je suis déçu, je vais changer de fournisseur. Il n'est pas fiable."
DemarchageAbusif,"Probleme_de_demarchage_telephonique,Jai_recu_un_appel_commercial_pendant_un_weekend_ou_un_jour_ferie",2026-06-02,NonTraite,0,"Démarchage téléphonique,Appel commercial",0,1,0,"Dimanche matin, 8h30, je reçois un appel d'un centre de démarchage pour une offre de crédit. J'étais encore au lit ! Ils n'ont aucun respect pour les horaires, déjà que les appels en semaine sont nombreux, mais le week-end c'est vraiment trop. J'ai raccroché furieux. Ces sociétés ne devraient pas être autorisées à appeler en dehors des heures ouvrables. C'est une intrusion dans la vie privée."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Prestation_mal_realisee_ou_pas_realisee",2026-05-12,TraitementEnCours,1,aucun_tag,0,1,0,"J'ai fait changer mes bougies de préchauffage chez un garagiste. Le lendemain, ma voiture avait du mal à démarrer. Je suis retourné, il a vérifié et a trouvé qu'une bougie était défectueuse. Il me l'a changée, mais il m'a facturé la main-d'œuvre supplémentaire. Je trouve ça injuste, car c'est une erreur de sa part. La première bougie était peut-être de mauvaise qualité. Il aurait dû tout vérifier avant."
AchatInternet,"Abonnement_ou_frais_caches,Frais_supplementaires_nonindiques",2026-07-02,NonTraite,0,Internet,0,1,0,"J'ai loué une voiture sur un site de comparaison. Le prix affiché était de 150 euros. En arrivant à l'agence, ils m'ont ajouté 40 euros de frais d'assurance obligatoire, 20 euros de frais de dossier. Le total est passé à 210 euros. Je n'avais pas vu ces frais sur le site. C'est de la publicité mensongère. Je n'aurais pas loué chez eux si j'avais su. Je ne recommande pas."
IntoxicationAlimentaire,Apres_avoir_mange_un_plat_a_emporter,2026-05-26,Transmis,0,"Produit dangereux,Produit alimentaire",0,1,1,"J'ai commandé un pad thaï à emporter dans un restaurant asiatique. Le plat était bon, mais dans la nuit, j'ai été pris de vomissements violents et de diarrhée. Mon conjoint, qui avait mangé la même chose, a eu les mêmes symptômes. Nous avons consulté un médecin, qui a confirmé une intoxication alimentaire. Nous avons appelé le restaurant pour les prévenir, et ils nous ont dit que c'était impossible. Je suis en colère, ils mettent la santé de leurs clients en danger."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-06-08,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai acheté un canapé convertible sur votre site. Les pieds sont arrivés abîmés (rayures). J'ai contacté le SAV, ils m'ont dit qu'ils allaient envoyer de nouveaux pieds. C'était il y a 3 semaines. J'ai appelé, ils disent que le stock est épuisé, ils attendent une livraison. Je suis sans nouvelles. Je ne peux pas utiliser mon canapé. C'est une situation très frustrante."
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Resiliation_de_contrat,Je_nai_jamais_recu_la_confirmation_de_resiliation",2026-06-15,TraitementEnCours,0,"Résiliation,Internet",0,1,0,"J'ai envoyé ma résiliation d'assurance habitation en recommandé avec accusé de réception. La lettre a été reçue et signée, mais je n'ai jamais reçu de confirmation écrite de la résiliation. Mon assureur continue de me prélever. J'ai appelé, ils ont prétendu qu'ils n'avaient pas reçu la lettre. Je leur ai donné le numéro de suivi du recommandé. Ils ont dit qu'ils allaient vérifier. Une semaine plus tard, toujours rien. Je suis excédé par leur incompétence."
AchatMagasin,"Le_magasin_de_facon_generale,Prix,Prix_a_la_caisse_different_du_prix_affiche_en_rayon",2026-06-05,TraitementEnCours,0,Prix,0,1,0,"Dans ce supermarché, c'est une habitude : les prix en rayon ne correspondent jamais aux prix en caisse. J'ai acheté 10 articles, 3 étaient plus chers à la caisse. À chaque fois, on me dit que l'étiquette n'a pas été changée. Le responsable finit par m'accorder la différence, mais c'est usant de devoir contrôler chaque ticket. Ils devraient mieux gérer leurs étiquettes. C'est une perte de temps pour le client."
AchatInternet,"Le_site_internet_en_luimeme,La_publicite,Publicite_trompeuse_ou_mensongere,Fausse_description_dun_produit_ou_dun_service",2026-06-30,NonTraite,0,Internet,0,0,0,"J'ai acheté un chargeur de téléphone rapide"" sur un site. La description disait : ""charge complète en 30 minutes"". En réalité, il met plus de 2 heures. Je me suis fait avoir. J'ai contacté le vendeur, il m'a dit que c'était en fonction du téléphone. Mais mon téléphone supporte la charge rapide. C'est clairement une description mensongère. Je vais le renvoyer, mais je dois payer les frais de port."""
TelephonieFaiMedias,"Telephonie_internet,Resiliation_changement_doperateur_passage_a_la_fibre,Probleme_de_resiliation_dabonnement,Je_narrive_pas_a_resilier_mon_contrat",2026-05-27,TraitementEnCours,1,"Telecom,Résiliation,Internet",0,1,0,"Je suis client chez cet opérateur depuis 4 ans. J'ai décidé de changer pour un opérateur moins cher. J'ai envoyé ma demande de résiliation par recommandé, comme ils le demandent. Ils ont reçu ma lettre il y a 2 semaines, mais ils ne m'ont toujours pas confirmé la résiliation. Mon nouveau forfait chez l'autre opérateur est actif, donc je paie deux abonnements. Ils font traîner exprès. C'est une pratique commerciale déloyale."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Autre,Autre",2026-06-15,TraitementEnCours,0,aucun_tag,0,0,1,"J'ai fait changer ma courroie de distribution dans un garage agréé. Le garagiste m'a dit que c'était fait, mais 3 mois plus tard, elle a cassé, ce qui a endommagé le moteur. Je suis retourné au garage, ils ont nié toute responsabilité, disant que c'était une usure normale. Mais une courroie neuve ne casse pas au bout de 3 mois. Je suis convaincu qu'ils ne l'ont pas changée. Je vais prendre un avocat."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-29,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai acheté un ordinateur portable sur votre site. L'écran a un pixel mort. Le SAV m'a demandé de prendre une photo, je l'ai envoyée. Ils ont reconnu le défaut et m'ont promis un échange. Cela fait 2 semaines, je n'ai pas reçu le bon de retour. J'ai rappelé, ils disent que c'est en cours. J'ai besoin de mon ordinateur pour travailler, je ne peux pas attendre des semaines."
VoyageLoisirs,"Transports_en_commun_mobilites,Taxi_VTC,VTC_voiture_avec_chauffeur,Prix_paye_different_de_celui_annonce_au_depart",2026-06-19,NonTraite,0,Internet,0,0,0,"J'ai réservé un VTC sur une application. Le tarif estimé était de 15 euros. À l'arrivée, l'application m'a facturé 22 euros. Le chauffeur m'a dit qu'il y avait un supplément pour le trafic. Mais le trafic était normal, il a juste fait un détour. Je me suis senti arnaqué. J'ai contesté le prix, l'application a refusé. C'est la première fois que ça m'arrive, mais ça me dégoûte de ces services."
DemarchesAdministratives,"Autre,Une_entreprise_privee",2026-06-10,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai reçu une facture d'une société privée pour une prestation que je n'ai jamais demandée. La société a mon adresse, mon nom, mais je n'ai jamais fait appel à eux. Je pense qu'ils ont récupéré mes coordonnées sur un fichier. Ils menacent de me mettre en demeure si je ne paie pas. Je trouve cette pratique très agressive. J'ai envoyé un courrier pour contester, je n'ai pas eu de réponse. Je vais signaler cette société."
AchatInternet,"Une_commande_effectuee,Commande_incomplete",2026-05-29,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai commandé un kit de 5 stylos-plume. Je n'ai reçu que 4. Le vendeur me dit que le 5ème est en rupture et qu'il me le renverra. C'était il y a 2 semaines. Je l'ai relancé, il me dit que c'est toujours en rupture. Je commence à m'impatienter. Il devrait me rembourser plutôt que de me faire attendre indéfiniment. C'est du foutage de gueule."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_de_qualite,Couleur_ou_odeur_anormale,Un_produit_vendu_dans_un_emballage",2026-06-05,TraitementEnCours,0,Produit alimentaire,0,1,0,"J'ai acheté un rôti de bœuf sous vide. En l'ouvrant, l'odeur était forte, et la viande avait une couleur brunâtre. Je pense qu'elle n'était pas fraîche. Je l'ai rapporté au supermarché, ils ont fait un geste commercial. Mais c'est inquiétant, car ça peut rendre malade. Je fais attention maintenant."
ServicesAuxParticuliers,"Autre_type_dentreprise_de_service,Autre",2026-06-26,NonTraite,0,ReponseConso,0,1,0,"J'ai fait appel à une société de débarras de maison. Ils sont venus, ils ont vidé la maison en 2 jours. Le problème, c'est qu'ils ont emporté des objets qui étaient marqués à conserver"" dans mon devis. J'ai perdu des souvenirs de famille. Je suis furieux. Le responsable s'est excusé, mais ne peut rien me rendre. Je vais lui demander une compensation."""
DemarchesAdministratives,Courrier_entreprise_qui_se_fait_passer_pour_ladministration,2026-05-11,NonTraite,1,Internet,1,0,0,"J'ai reçu un courrier très officiel avec l'en-tête Ministère de l'Intérieur"" me demandant de payer 45 euros pour une ""mise à jour"" de mon dossier. J'ai failli payer, puis j'ai appelé le ministère, ils m'ont confirmé que c'était une arnaque. La lettre était très bien faite, avec un faux tampon. Ces arnaqueurs sont dangereux, ils ciblent les personnes âgées. Je signale pour prévenir."""
BanqueAssuranceMutuelle,"Une_banque,Autre",2026-06-19,TraitementEnCours,0,Internet,0,1,0,"Ma banque a refusé un prélèvement de 20 euros pour un abonnement que j'avais autorisé, sous prétexte que je n'avais pas assez de fonds. J'avais largement de quoi. Ils m'ont facturé 15 euros de frais pour rejet de prélèvement. C'est absurde. J'ai appelé, ils ont reconnu une erreur technique et ont annulé les frais. Mais c'est stressant de devoir gérer les erreurs de la banque. Ils devraient être plus fiables."
VoyageLoisirs,"Voyage_tourisme_loisirs,Autre,Autre",2026-05-25,TraitementEnCours,0,Internet,0,1,0,"J'ai réservé un forfait de plongée sous-marine via une agence. Le jour de la plongée, on m'a annoncé que le bateau était en panne, et que c'était reporté au lendemain. Je ne pouvais pas, car je repartais. Le prestataire a refusé de me rembourser, disant que c'était un cas de force majeure. Je trouve ça abusif, il a annulé, il devrait rembourser. J'ai perdu 120 euros."
TelephonieFaiMedias,"Abonnement_television,Probleme_de_resiliation_dabonnement,Je_narrive_pas_a_resilier_mon_contrat",2026-06-17,TraitementEnCours,0,"Résiliation,Internet",0,1,0,"J'ai appelé pour résilier mon abonnement TV. On m'a dit que je devais renvoyer la box, mais que je devais d'abord payer une facture de 20 euros pour les frais de résiliation. Je trouve ça abusif. J'ai refusé, ils m'ont menacé de m'envoyer en recouvrement. C'est du racket. Je vais contacter une association de consommateurs."
AchatInternet,"Le_site_internet_en_luimeme,Autre",2026-06-02,TraitementEnCours,0,Internet,0,0,0,"Le site de ce vendeur de meubles est une catastrophe, les filtres ne fonctionnent pas, les descriptions sont fausses. J'ai commandé une table avec des dimensions précises, la table est beaucoup plus petite. Je ne peux pas la retourner car je n'ai pas gardé l'emballage. Je suis bloqué. Je ne commanderai plus jamais sans voir le produit en magasin."
Immobilier,Autre,2026-06-12,TraitementEnCours,0,Internet,0,1,0,"Je suis copropriétaire et le syndic a décidé des travaux sans notre accord. Nous avons contesté, il n'a pas tenu compte de notre opposition. On nous a facturé 500 euros chacun pour des travaux que nous ne voulions pas. C'est un abus de pouvoir. Nous allons former un collectif pour le faire annuler."
TelephonieFaiMedias,"Telephonie_internet,Mon_forfait_prix_contrat_et_facture,Autre_probleme_de_facturation_ou_de_contrat,Utilisation_de_mon_forfait_a_letranger",2026-07-06,TraitementEnCours,0,Telecom,0,1,0,"Je suis parti en Espagne une semaine. J'ai utilisé mon forfait mobile comme d'habitude, je pensais que l'option Europe était incluse. En rentrant, j'ai une facture de 80 euros de frais d'itinérance. J'ai contacté mon opérateur, ils m'ont dit qu'il y avait un plafond de data, et que je l'avais dépassé. Mais je n'ai reçu aucun SMS d'alerte. C'est de leur faute, ils auraient dû me prévenir. Je refuse de payer cette somme."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-06-19,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai acheté une montre connectée. Elle a des problèmes de synchronisation. J'ai contacté le SAV, ils m'ont dit de faire une mise à jour. Je l'ai faite, rien n'a changé. Ils m'ont dit de renvoyer la montre. Je l'ai envoyée, ils l'ont reçue. Depuis 3 semaines, je n'ai aucune nouvelle. J'ai envoyé 4 mails, aucun retour. C'est une honte. Je veux un remboursement."
AchatMagasin,"Un_produit_en_particulier,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-05,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai acheté un aspirateur robot dans votre magasin. Il se bloque tout le temps sur les tapis. Je l'ai rapporté, on m'a dit que c'était un problème connu et qu'il fallait le renvoyer au fabricant. Je l'ai fait, ils ont dit que c'était une utilisation normale. Je suis entre deux, personne ne veut le reprendre. Je regrette cet achat, 250 euros jetés par les fenêtres."
IntoxicationAlimentaire,Apres_avoir_mange_sur_place,2026-05-07,TraitementEnCours,0,"Produit dangereux,Produit alimentaire",0,0,0,"J'ai déjeuner dans une brasserie, j'ai pris un tartare de saumon. Le soir, j'ai eu une fièvre de 38,5 et des vomissements. Mon ami qui a mangé la même chose a eu les mêmes symptômes. Nous avons contacté la brasserie, ils ont dit qu'ils allaient faire un contrôle. J'attends de voir, mais je suis dégoûté. Ça m'a gâché mon week-end."
AchatInternet,"Abonnement_ou_frais_caches,Abonnement_ou_frais_reveles_a_la_fin_du_parcours_dachat",2026-06-07,TraitementEnCours,0,Internet,0,1,0,"J'ai souscrit à un abonnement à un service de vidéo à la demande. Le prix était de 9,99 euros par mois, c'était indiqué clairement. Mais en passant à la caisse, je vois qu'il y a 2 euros de frais de gestion mensuels. Je n'avais pas vu cette ligne. Je trouve ça trompeur. Le prix n'est pas le prix final. Je vais annuler."
VoitureVehiculeVelo,"Permis_lecons_de_conduite,Autre,Autre",2026-06-16,TraitementEnCours,0,Internet,0,0,0,"Mon auto-école a annulé 3 leçons de conduite au dernier moment, sans jamais me prévenir. Je perds des jours de congé. En plus, ils m'ont dit que je devais prendre 2 leçons supplémentaires pour passer le permis, alors que j'ai déjà fait 25 heures. Je pense qu'ils veulent juste me faire payer plus. Je suis en colère, je vais changer d'auto-école."
TelephonieFaiMedias,Autre,2026-06-08,TraitementEnCours,0,Internet,0,1,0,"Je suis avec le même opérateur depuis des années. J'ai changé de forfait récemment, j'ai demandé un récapitulatif de mon contrat par email. Je ne l'ai jamais reçu. J'ai rappelé, ils disent que c'est parti. Trois appels plus tard, toujours rien. C'est un manque de sérieux flagrant. Je me demande s'ils font exprès. Je vais finir par quitter cet opérateur."
AchatMagasin,"Le_magasin_de_facon_generale,Autre,Autre",2026-06-20,TraitementEnCours,0,aucun_tag,1,0,0,"Je me suis rendu dans votre magasin pour acheter un aspirateur. Le vendeur était très désagréable, il m'a à peine regardé, je lui ai posé des questions, il a répondu sèchement. Je suis reparti sans rien acheter. Vous perdez des clients à cause du comportement de vos vendeurs. Il faut les former à l'accueil client."
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Remboursement_indemnisation",2026-05-30,Transmis,0,aucun_tag,0,0,0,"J'ai fait une déclaration de sinistre pour un vol dans ma voiture. L'assurance a accusé réception de mon dossier. Cela fait 2 mois, je n'ai toujours pas été remboursé. J'ai écrit plusieurs fois, on me dit que le dossier est en cours. Je commence à douter de leur bonne foi. Je vais envoyer une mise en demeure."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-03,TraitementEnCours,0,aucun_tag,0,1,1,"J'ai acheté une plancha électrique. Elle a chauffé une fois, puis plus rien. Le voyant est allumé mais elle ne chauffe pas. Je l'ai renvoyée au SAV, ils m'ont dit que c'était la résistance qui était morte. Ils l'ont réparée, mais ça a pris un mois. Je suis déçu de la qualité. Je ne rachèterai pas cette marque."
TelephonieFaiMedias,"Abonnement_television,Autre",2026-07-06,TraitementEnCours,1,Internet,0,1,1,"J'ai un problème avec ma box TV, l'image saccade souvent. J'ai contacté le service technique, ils ont fait des tests à distance, ils disent que la ligne est bonne. Ils proposent de m'envoyer une nouvelle box. Je l'ai reçue, le problème persiste. Je pense que c'est un problème de réseau. Je suis fatigué de les appeler."
AchatInternet,"Une_commande_effectuee,Livraison_en_retard_ou_colis_perdu,Lentreprise_ma_impose_le_transporteur_sur_une_liste_lors_de_la_commande",2026-06-12,TraitementEnCours,0,"Commande effectuée,Internet",0,1,0,"Le transporteur que vous avez imposé a perdu mon colis. Je l'ai signalé à votre SAV, ils ont ouvert une enquête. Cela fait 10 jours, je n'ai pas de réponse. J'ai appelé le transporteur, ils disent que le colis a été livré, mais je n'ai rien reçu. Je suis en litige entre vous et le transporteur. Je veux un remboursement."
AchatInternet,"Le_site_internet_en_luimeme,La_publicite,Publicite_trompeuse_ou_mensongere,Fausse_origine_du_produit",2026-07-03,NonTraite,0,Internet,0,1,0,"J'ai acheté un sac à main fabriqué en Italie"" sur un site. À la réception, l'étiquette intérieure indiquait ""Made in China"". Le vendeur m'a dit que c'était un modèle fabriqué en Italie mais assemblé en Chine. C'est de la tromperie. J'ai renvoyé le sac, ils ont remboursé, mais j'ai dû payer les frais de retour. C'est une mauvaise expérience."""
Sante,"Un_professionnel_de_sante_une_profession_medicale_ou_paramedicale_y_compris_en_teleconsultation,Professionnel_de_la_sante_profession_medicale_ou_paramedicale_y_compris_teleconsultation,Non,Jai_ete_facture_par_un_professionnel_conventionne_dautre_chose_que_des_frais_de_soin_et_je_ne_suis_p,Le_professionnel_conventionne_ma_impose_une_prestation_autre_que_les_soins_sans_possibilite_de_refus",2026-05-27,TraitementEnCours,0,aucun_tag,0,1,0,"Mon médecin traitant m'a proposé un test de dépistage non remboursé, sans me dire que c'était payant. J'ai fait le test, j'ai reçu une facture de 45 euros. Je l'ai appelé, il m'a dit que c'était une prestation complémentaire. Je trouve cela abusif. Il aurait dû me prévenir avant. Je vais contacter le conseil de l'ordre."
